"日期","收盘","开盘","高","低","交易量","涨跌幅"
"2022-7-13","7.02","6.98","7.03","6.97","16.19M","0.00%"
"2022-7-12","7.02","7.02","7.03","6.98","13.65M","0.14%"
"2022-7-11","7.01","7.06","7.08","7.00","16.49M","-0.99%"
"2022-7-8","7.08","7.12","7.12","7.06","21.80M","-2.34%"
"2022-7-7","7.25","7.16","7.27","7.16","17.84M","0.83%"
"2022-7-6","7.19","7.29","7.29","7.16","28.69M","-2.31%"
"2022-7-5","7.36","7.37","7.40","7.31","18.11M","-0.14%"
"2022-7-4","7.37","7.32","7.38","7.29","18.95M","1.10%"
"2022-7-1","7.29","7.37","7.39","7.27","33.69M","-1.35%"
"2022-6-30","7.39","7.41","7.43","7.38","25.39M","-0.14%"
"2022-6-29","7.40","7.53","7.53","7.39","28.54M","-1.60%"
"2022-6-28","7.52","7.50","7.53","7.42","26.47M","0.00%"
"2022-6-27","7.52","7.47","7.56","7.44","34.98M","1.48%"
"2022-6-24","7.41","7.38","7.44","7.35","21.34M","-0.27%"
"2022-6-23","7.43","7.36","7.47","7.35","21.65M","0.68%"
"2022-6-22","7.38","7.42","7.45","7.35","22.60M","-0.67%"
"2022-6-21","7.43","7.52","7.55","7.36","31.49M","-1.85%"
"2022-6-20","7.57","7.57","7.66","7.49","38.44M","-0.53%"
"2022-6-17","7.61","7.55","7.74","7.54","72.36M","1.74%"
"2022-6-16","7.48","7.53","7.61","7.47","38.59M","-0.66%"
"2022-6-15","7.53","7.36","7.59","7.35","52.97M","1.35%"
"2022-6-14","7.43","7.31","7.45","7.26","41.17M","-0.54%"
"2022-6-13","7.47","7.45","7.62","7.41","63.01M","1.49%"
"2022-6-10","7.36","7.29","7.37","7.26","34.40M","-0.41%"
"2022-6-9","7.39","7.28","7.46","7.24","46.48M","1.23%"
"2022-6-8","7.30","7.27","7.32","7.20","30.58M","0.41%"
"2022-6-7","7.27","7.21","7.27","7.19","32.69M","0.55%"
"2022-6-6","7.23","7.17","7.25","7.14","30.50M","0.70%"
"2022-6-2","7.18","7.10","7.19","7.10","25.14M","0.84%"
"2022-6-1","7.12","7.14","7.15","7.07","26.48M","-0.84%"
"2022-5-31","7.18","7.15","7.18","7.08","23.46M","0.00%"
"2022-5-30","7.18","7.14","7.19","7.12","19.36M","0.56%"
"2022-5-27","7.14","7.15","7.19","7.10","21.64M","0.00%"
